Fidelity,a1,a2,a3,a4
0.9999351152802806,-0.09090909090909083,0.09090909090909105,-0.9797979797979798,-1.0
0.9999648904586339,0.07070707070707072,-0.07070707070707061,-0.9595959595959596,-1.0
0.9999240011148383,0.05050505050505061,-0.050505050505050386,-0.9595959595959596,-1.0
0.9999321996783795,-0.050505050505050386,0.05050505050505061,-0.9595959595959596,-1.0
0.9999871242593457,-0.07070707070707061,0.07070707070707072,-0.9595959595959596,-1.0
0.9999380233615599,0.05050505050505061,-0.050505050505050386,-0.9393939393939394,-1.0
0.9999948112270096,0.030303030303030498,-0.030303030303030276,-0.9393939393939394,-1.0
0.9999996666753672,0.010101010101010166,-0.010101010101010055,-0.9393939393939394,-1.0
0.9999996743752216,-0.010101010101010055,0.010101010101010166,-0.9393939393939394,-1.0
0.9999950183108792,-0.030303030303030276,0.030303030303030498,-0.9393939393939394,-1.0
0.999938974602365,-0.050505050505050386,0.05050505050505061,-0.9393939393939394,-1.0
0.9999963463643137,-0.050505050505050386,0.21212121212121215,-0.6161616161616161,-1.0
0.9999790136389716,-0.07070707070707061,0.2323232323232325,-0.6161616161616161,-1.0
0.999911026340487,-0.09090909090909083,0.2525252525252526,-0.6161616161616161,-1.0
0.9999551054249618,-0.19191919191919182,0.3333333333333335,-0.5959595959595959,-1.0
0.9999757861290797,0.030303030303030498,0.1515151515151516,-0.5757575757575757,-1.0
0.9999177651010419,-0.2727272727272727,0.39393939393939403,-0.5555555555555556,-1.0
0.9999363725905089,0.09090909090909105,0.11111111111111116,-0.5353535353535352,-1.0
0.9999840779600165,0.27272727272727293,0.030303030303030498,-0.3737373737373737,-1.0
0.9999673735340832,0.31313131313131315,0.010101010101010166,-0.33333333333333326,-1.0
0.9999251161040218,-0.5353535353535352,0.41414141414141437,-0.31313131313131304,-1.0
0.9999437906140729,-0.5757575757575757,0.39393939393939403,-0.2727272727272727,-1.0
0.9999663738710167,-0.6161616161616161,0.3535353535353536,-0.21212121212121204,-1.0
0.9999896185206977,0.09090909090909105,1.0,-0.13131313131313127,-1.0
0.9999173860647314,0.5353535353535355,-0.09090909090909083,-0.11111111111111105,-1.0
0.9999840201075595,-1.0,0.11111111111111116,-0.11111111111111105,-1.0
0.9999980896276455,1.0,0.11111111111111116,-0.11111111111111105,-1.0
0.9999408978365903,0.11111111111111116,-0.9797979797979798,-0.09090909090909083,-1.0
0.9999423446430127,-0.9797979797979798,0.09090909090909105,-0.09090909090909083,-1.0
0.999950797232019,0.9797979797979799,0.09090909090909105,-0.09090909090909083,-1.0
0.9999360625194208,0.09090909090909105,-0.9797979797979798,-0.07070707070707061,-1.0
0.9999649760795836,0.5757575757575759,-0.11111111111111105,-0.07070707070707061,-1.0
0.9999164120017114,0.09090909090909105,0.9595959595959598,-0.07070707070707061,-1.0
0.999973008945943,0.010101010101010166,-0.9393939393939394,-0.050505050505050386,-1.0
0.9999291581306569,0.07070707070707072,0.9595959595959598,-0.050505050505050386,-1.0
0.9999971277643219,-0.010101010101010055,-0.9393939393939394,-0.030303030303030276,-1.0
0.9999025618397446,-0.9393939393939394,0.030303030303030498,-0.030303030303030276,-1.0
0.9999585052173969,0.9393939393939394,0.030303030303030498,-0.030303030303030276,-1.0
0.9999982173433044,-0.030303030303030276,-0.9393939393939394,-0.010101010101010055,-1.0
0.9999644283820216,-0.9393939393939394,0.010101010101010166,-0.010101010101010055,-1.0
0.9999953189372248,0.9393939393939394,0.010101010101010166,-0.010101010101010055,-1.0
0.9999940229158263,-0.6363636363636364,0.1717171717171717,-0.010101010101010055,-1.0
0.9999348102673782,0.05050505050505061,0.9393939393939394,-0.010101010101010055,-1.0
0.9999797675005587,-0.050505050505050386,-0.9393939393939394,0.010101010101010166,-1.0
0.9999577368333621,0.6363636363636365,-0.1717171717171716,0.010101010101010166,-1.0
0.99999466444682,-0.9393939393939394,-0.010101010101010055,0.010101010101010166,-1.0
0.9999970944014477,0.9393939393939394,-0.010101010101010055,0.010101010101010166,-1.0
0.9999721529025837,0.030303030303030498,0.9393939393939394,0.010101010101010166,-1.0
0.999992814707907,-0.9393939393939394,-0.030303030303030276,0.030303030303030498,-1.0
0.9999693247672894,0.9393939393939394,-0.030303030303030276,0.030303030303030498,-1.0
0.9999880030927002,0.010101010101010166,0.9393939393939394,0.030303030303030498,-1.0
0.9999220769295569,-0.9595959595959596,-0.050505050505050386,0.05050505050505061,-1.0
0.9999124378629073,-0.9393939393939394,-0.050505050505050386,0.05050505050505061,-1.0
0.9999184442137449,0.9595959595959598,-0.050505050505050386,0.05050505050505061,-1.0
0.9999842056002813,-0.010101010101010055,0.9393939393939394,0.05050505050505061,-1.0
0.9999631330579448,-0.9595959595959596,-0.07070707070707061,0.07070707070707072,-1.0
0.9999591799452147,0.9595959595959598,-0.07070707070707061,0.07070707070707072,-1.0
0.9999163860681589,-0.030303030303030276,0.9393939393939394,0.07070707070707072,-1.0
0.9999230163099847,-0.09090909090909083,0.9797979797979799,0.07070707070707072,-1.0
0.9999854806386663,-0.9797979797979798,-0.09090909090909083,0.09090909090909105,-1.0
0.9999809220129223,0.9797979797979799,-0.09090909090909083,0.09090909090909105,-1.0
0.9999806273323232,-0.11111111111111105,0.9797979797979799,0.09090909090909105,-1.0
0.9999840201075595,-1.0,-0.11111111111111105,0.11111111111111116,-1.0
0.9999944605830763,1.0,-0.11111111111111105,0.11111111111111116,-1.0
0.9999697748062045,-0.09090909090909083,-1.0,0.1313131313131315,-1.0
0.9999932234143007,0.6161616161616164,-0.3535353535353535,0.21212121212121215,-1.0
0.9999758045993302,0.5757575757575759,-0.3939393939393939,0.27272727272727293,-1.0
0.9999043867376258,-0.31313131313131304,-0.010101010101010055,0.3333333333333335,-1.0
0.9999059163455774,0.49494949494949503,-0.43434343434343425,0.3737373737373739,-1.0
0.9999861661527643,-0.2727272727272727,-0.030303030303030276,0.3737373737373739,-1.0
0.9999223548785096,-0.23232323232323226,-0.050505050505050386,0.41414141414141437,-1.0
0.9999714913260107,0.27272727272727293,-0.3939393939393939,0.5555555555555556,-1.0
0.999937828234171,-0.030303030303030276,-0.1515151515151515,0.5757575757575759,-1.0
0.9999141133808254,0.21212121212121215,-0.3535353535353535,0.595959595959596,-1.0
0.9999569480386055,0.09090909090909105,-0.2525252525252525,0.6161616161616164,-1.0
0.9999867368260457,0.07070707070707072,-0.23232323232323226,0.6161616161616164,-1.0
0.9999679087396433,0.05050505050505061,-0.21212121212121204,0.6161616161616164,-1.0
0.999970391727289,0.030303030303030498,-0.030303030303030276,0.9393939393939394,-1.0
0.999982319717059,0.010101010101010166,-0.010101010101010055,0.9393939393939394,-1.0
0.9999825566493794,-0.010101010101010055,0.010101010101010166,0.9393939393939394,-1.0
0.9999767639076885,-0.030303030303030276,0.030303030303030498,0.9393939393939394,-1.0
0.9999237776050685,-0.050505050505050386,0.05050505050505061,0.9393939393939394,-1.0
0.9999368151355587,0.07070707070707072,-0.07070707070707061,0.9595959595959598,-1.0
0.9999115926113562,0.05050505050505061,-0.050505050505050386,0.9595959595959598,-1.0
0.9999340153171495,-0.050505050505050386,0.05050505050505061,0.9595959595959598,-1.0
0.999997623589323,-0.07070707070707061,0.07070707070707072,0.9595959595959598,-1.0
0.999935541808968,-0.09090909090909083,0.09090909090909105,-1.0,-0.9797979797979798
0.9999640267526929,0.07070707070707072,-0.07070707070707061,-0.9797979797979798,-0.9797979797979798
0.9999143858538497,0.05050505050505061,-0.050505050505050386,-0.9797979797979798,-0.9797979797979798
0.9999226507137674,-0.050505050505050386,0.05050505050505061,-0.9797979797979798,-0.9797979797979798
0.9999864403434873,-0.07070707070707061,0.07070707070707072,-0.9797979797979798,-0.9797979797979798
0.9999547207360936,0.05050505050505061,-0.050505050505050386,-0.9595959595959596,-0.9797979797979798
0.999998699871051,0.030303030303030498,-0.030303030303030276,-0.9595959595959596,-0.9797979797979798
0.9999970768828376,0.010101010101010166,-0.010101010101010055,-0.9595959595959596,-0.9797979797979798
0.9999970781494156,-0.010101010101010055,0.010101010101010166,-0.9595959595959596,-0.9797979797979798
0.9999987339350588,-0.030303030303030276,0.030303030303030498,-0.9595959595959596,-0.9797979797979798
0.9999548772092856,-0.050505050505050386,0.05050505050505061,-0.9595959595959596,-0.9797979797979798
0.9999148835359879,-0.030303030303030276,0.19191919191919204,-0.6161616161616161,-0.9797979797979798
0.9999347684693538,-0.2525252525252525,0.3737373737373739,-0.5757575757575757,-0.9797979797979798
0.9999570128782689,0.1313131313131315,0.09090909090909105,-0.5151515151515151,-0.9797979797979798
0.9999466157697152,-0.33333333333333326,0.41414141414141437,-0.5151515151515151,-0.9797979797979798
0.9999999951612213,0.1717171717171717,0.07070707070707072,-0.4747474747474747,-0.9797979797979798
0.9999105908668119,-0.41414141414141414,0.4343434343434345,-0.4545454545454545,-0.9797979797979798
0.9999648844796375,0.21212121212121215,0.05050505050505061,-0.43434343434343425,-0.9797979797979798
0.9999058930571019,-0.43434343434343425,0.4343434343434345,-0.43434343434343425,-0.9797979797979798
0.9999278859690482,-0.4545454545454545,0.4343434343434345,-0.41414141414141414,-0.9797979797979798
0.9999396188785034,-0.4747474747474747,0.4343434343434345,-0.3939393939393939,-0.9797979797979798
0.9999599976974808,-0.6161616161616161,0.3333333333333335,-0.19191919191919182,-0.9797979797979798
0.9999172022020716,0.5555555555555556,-0.11111111111111105,-0.09090909090909083,-0.9797979797979798
0.9999854806386661,-1.0,0.09090909090909105,-0.09090909090909083,-0.9797979797979798
0.9999507972320185,1.0,0.09090909090909105,-0.09090909090909083,-0.9797979797979798
0.999954178076032,0.09090909090909105,-0.9797979797979798,-0.07070707070707061,-0.9797979797979798
0.9999995420012557,-0.9797979797979798,0.07070707070707072,-0.07070707070707061,-0.9797979797979798
0.9999997172711006,0.9797979797979799,0.07070707070707072,-0.07070707070707061,-0.9797979797979798
0.9999096772851045,0.05050505050505061,0.9797979797979799,-0.07070707070707061,-0.9797979797979798
0.9999684794466639,0.07070707070707072,-0.9797979797979798,-0.050505050505050386,-0.9797979797979798
0.9999309672733449,-0.9797979797979798,0.05050505050505061,-0.050505050505050386,-0.9797979797979798
0.9999421750747446,-0.9595959595959596,0.05050505050505061,-0.050505050505050386,-0.9797979797979798
0.9999434792544336,0.9595959595959598,0.05050505050505061,-0.050505050505050386,-0.9797979797979798
0.9999332539704788,0.9797979797979799,0.05050505050505061,-0.050505050505050386,-0.9797979797979798
0.9999401949549627,-0.6363636363636364,0.21212121212121215,-0.050505050505050386,-0.9797979797979798
0.9999933938598927,-0.9595959595959596,0.030303030303030498,-0.030303030303030276,-0.9797979797979798
0.9999947371843217,0.9595959595959598,0.030303030303030498,-0.030303030303030276,-0.9797979797979798
0.9999791976172676,-0.6363636363636364,0.19191919191919204,-0.030303030303030276,-0.9797979797979798
0.9999959430336449,-0.9595959595959596,0.010101010101010166,-0.010101010101010055,-0.9797979797979798
0.9999966057270119,0.9595959595959598,0.010101010101010166,-0.010101010101010055,-0.9797979797979798
0.9999970566175664,-0.9595959595959596,-0.010101010101010055,0.010101010101010166,-0.9797979797979798
0.9999967921206774,0.9595959595959598,-0.010101010101010055,0.010101010101010166,-0.9797979797979798
0.9999743842595892,0.6363636363636365,-0.19191919191919182,0.030303030303030498,-0.9797979797979798
0.9999968756571495,-0.9595959595959596,-0.030303030303030276,0.030303030303030498,-0.9797979797979798
0.9999959201672523,0.9595959595959598,-0.030303030303030276,0.030303030303030498,-0.9797979797979798
0.999932596070678,0.6363636363636365,-0.21212121212121204,0.05050505050505061,-0.9797979797979798
0.9999309672733453,-0.9797979797979798,-0.050505050505050386,0.05050505050505061,-0.9797979797979798
0.9999484425923503,-0.9595959595959596,-0.050505050505050386,0.05050505050505061,-0.9797979797979798
0.9999475058704093,0.9595959595959598,-0.050505050505050386,0.05050505050505061,-0.9797979797979798
0.9999293248621062,0.9797979797979799,-0.050505050505050386,0.05050505050505061,-0.9797979797979798
0.9999625972393426,-0.07070707070707061,0.9797979797979799,0.05050505050505061,-0.9797979797979798
0.9999179644704904,-0.050505050505050386,-0.9797979797979798,0.07070707070707072,-0.9797979797979798
0.9999995420012562,-0.9797979797979798,-0.07070707070707061,0.07070707070707072,-0.9797979797979798
0.9999999589242292,0.9797979797979799,-0.07070707070707061,0.07070707070707072,-0.9797979797979798
0.9999524175582626,-0.09090909090909083,0.9797979797979799,0.07070707070707072,-0.9797979797979798
0.9999423446430127,-1.0,-0.09090909090909083,0.09090909090909105,-0.9797979797979798
0.9999809220129221,1.0,-0.09090909090909083,0.09090909090909105,-0.9797979797979798
0.9999249271193403,-0.5555555555555556,0.11111111111111116,0.09090909090909105,-0.9797979797979798
0.9999608941033655,0.6161616161616164,-0.33333333333333326,0.19191919191919204,-0.9797979797979798
0.9999484171202032,0.4747474747474749,-0.43434343434343425,0.39393939393939403,-0.9797979797979798
0.9999338295897577,0.4545454545454546,-0.43434343434343425,0.41414141414141437,-0.9797979797979798
0.9999106207104199,0.4343434343434345,-0.43434343434343425,0.4343434343434345,-0.9797979797979798
0.9999575839635839,-0.21212121212121204,-0.050505050505050386,0.4343434343434345,-0.9797979797979798
0.9999168886866319,0.41414141414141437,-0.43434343434343425,0.4545454545454546,-0.9797979797979798
0.9999997077535898,-0.1717171717171716,-0.07070707070707061,0.4747474747474749,-0.9797979797979798
0.9999376489390005,0.3333333333333335,-0.41414141414141414,0.5151515151515154,-0.9797979797979798
0.9999612614023536,-0.13131313131313127,-0.09090909090909083,0.5151515151515154,-0.9797979797979798
0.9999255435835512,0.2525252525252526,-0.3737373737373737,0.5757575757575759,-0.9797979797979798
0.9999057218973195,0.030303030303030498,-0.19191919191919182,0.6161616161616164,-0.9797979797979798
0.9999520963933062,0.05050505050505061,-0.050505050505050386,0.9595959595959598,-0.9797979797979798
0.9999978961306729,0.030303030303030498,-0.030303030303030276,0.9595959595959598,-0.9797979797979798
0.9999968405954932,0.010101010101010166,-0.010101010101010055,0.9595959595959598,-0.9797979797979798
0.9999968727770037,-0.010101010101010055,0.010101010101010166,0.9595959595959598,-0.9797979797979798
0.9999987616368587,-0.030303030303030276,0.030303030303030498,0.9595959595959598,-0.9797979797979798
0.9999560721003513,-0.050505050505050386,0.05050505050505061,0.9595959595959598,-0.9797979797979798
0.9999818122667572,0.07070707070707072,-0.07070707070707061,0.9797979797979799,-0.9797979797979798
0.9999209254581435,0.05050505050505061,-0.050505050505050386,0.9797979797979799,-0.9797979797979798
0.9999167885422694,-0.050505050505050386,0.05050505050505061,0.9797979797979799,-0.9797979797979798
0.9999705933059414,-0.07070707070707061,0.07070707070707072,0.9797979797979799,-0.9797979797979798
0.9999272078165196,0.09090909090909105,-0.09090909090909083,1.0,-0.9797979797979798
0.9999654772368417,0.07070707070707072,-0.07070707070707061,-1.0,-0.9595959595959596
0.9999242347059434,0.05050505050505061,-0.050505050505050386,-1.0,-0.9595959595959596
0.9999320832980573,-0.050505050505050386,0.05050505050505061,-1.0,-0.9595959595959596
0.999986761945078,-0.07070707070707061,0.07070707070707072,-1.0,-0.9595959595959596
0.9999547546560144,0.05050505050505061,-0.050505050505050386,-0.9797979797979798,-0.9595959595959596
0.9999987074580514,0.030303030303030498,-0.030303030303030276,-0.9797979797979798,-0.9595959595959596
0.9999970772024097,0.010101010101010166,-0.010101010101010055,-0.9797979797979798,-0.9595959595959596
