Fidelity,a2,a1
0.0012700102807792241,-0.9797979797979798,0.41414141414141437
0.00043993757545984086,-0.9797979797979798,0.4343434343434345
0.005475302589920484,-0.9797979797979798,0.4545454545454546
0.01517332675745914,-0.9797979797979798,0.4747474747474749
0.028258017815779444,-0.9797979797979798,0.49494949494949503
0.04343919155222106,-0.9797979797979798,0.5151515151515154
0.059468821264770835,-0.9797979797979798,0.5353535353535355
0.07519229024468603,-0.9797979797979798,0.5555555555555556
0.08959245315115359,-0.9797979797979798,0.5757575757575759
0.10182483181332994,-0.9797979797979798,0.595959595959596
0.11124275668580959,-0.9797979797979798,0.6161616161616164
0.11741179112727763,-0.9797979797979798,0.6363636363636365
0.1201133147649394,-0.9797979797979798,0.6565656565656568
0.1193376674218994,-0.9797979797979798,0.6767676767676769
0.11526774084380097,-0.9797979797979798,0.696969696969697
0.10825432890658293,-0.9797979797979798,0.7171717171717173
0.09878488907972745,-0.9797979797979798,0.7373737373737375
0.08744761431459717,-0.9797979797979798,0.7575757575757578
0.07489285618803035,-0.9797979797979798,0.7777777777777779
0.06179397364757669,-0.9797979797979798,0.7979797979797982
0.04880960931360141,-0.9797979797979798,0.8181818181818183
0.03654922460186736,-0.9797979797979798,0.8383838383838385
0.02554346836376716,-0.9797979797979798,0.8585858585858588
0.016220627754301834,-0.9797979797979798,0.8787878787878789
0.008890034131820174,-0.9797979797979798,0.8989898989898992
0.003732892401718484,-0.9797979797979798,0.9191919191919193
0.0008005915165478819,-0.9797979797979798,0.9393939393939394
2.015856608233263e-05,-0.9797979797979798,0.9595959595959598
0.00120615917675933,-0.9797979797979798,0.9797979797979799
0.0040780403309962805,-0.9797979797979798,1.0
0.001124535041240002,-0.9595959595959596,-1.0
1.6968722509184013e-05,-0.9595959595959596,-0.9797979797979798
0.0007010456296881175,-0.9595959595959596,-0.9595959595959596
0.003347638983162793,-0.9595959595959596,-0.9393939393939394
0.008029130459158521,-0.9595959595959596,-0.9191919191919192
0.014708642185458481,-0.9595959595959596,-0.898989898989899
0.023234691862506214,-0.9595959595959596,-0.8787878787878788
0.03334189104701348,-0.9595959595959596,-0.8585858585858586
0.04465801617438338,-0.9595959595959596,-0.8383838383838383
0.056717460161093705,-0.9595959595959596,-0.8181818181818181
0.06898073506469435,-0.9595959595959596,-0.797979797979798
0.0808593603369381,-0.9595959595959596,-0.7777777777777778
0.09174515428685805,-0.9595959595959596,-0.7575757575757576
0.10104266572444577,-0.9595959595959596,-0.7373737373737373
0.10820325436484318,-0.9595959595959596,-0.7171717171717171
0.11275916628136891,-0.9595959595959596,-0.696969696969697
0.11435586542206791,-0.9595959595959596,-0.6767676767676767
0.1127808812875967,-0.9595959595959596,-0.6565656565656566
0.10798751958008107,-0.9595959595959596,-0.6363636363636364
0.10011195588905371,-0.9595959595959596,-0.6161616161616161
0.08948248677003687,-0.9595959595959596,-0.5959595959595959
0.07662003810925189,-0.9595959595959596,-0.5757575757575757
0.06222941377509597,-0.9595959595959596,-0.5555555555555556
0.04718119124661232,-0.9595959595959596,-0.5353535353535352
0.03248461565711714,-0.9595959595959596,-0.5151515151515151
0.01925228835367988,-0.9595959595959596,-0.4949494949494949
0.008657868908015296,-0.9595959595959596,-0.4747474747474747
0.0018883892547048628,-0.9595959595959596,-0.4545454545454545
9.309556061415039e-05,-0.9595959595959596,-0.43434343434343425
0.004330970393515038,-0.9595959595959596,-0.41414141414141414
0.015519231082789868,-0.9595959595959596,-0.3939393939393939
0.03438514040382802,-0.9595959595959596,-0.3737373737373737
0.06142339820739693,-0.9595959595959596,-0.3535353535353535
0.09686120780333832,-0.9595959595959596,-0.33333333333333326
0.14063283442975522,-0.9595959595959596,-0.31313131313131304
0.1923651056384174,-0.9595959595959596,-0.2929292929292928
0.25137486012636895,-0.9595959595959596,-0.2727272727272727
0.3166788515785307,-0.9595959595959596,-0.2525252525252525
0.38701607963886625,-0.9595959595959596,-0.23232323232323226
0.46088197539787384,-0.9595959595959596,-0.21212121212121204
0.5365733388456011,-0.9595959595959596,-0.19191919191919182
0.6122424353408445,-0.9595959595959596,-0.1717171717171716
0.6859582305146358,-0.9595959595959596,-0.1515151515151515
0.755772398727054,-0.9595959595959596,-0.13131313131313127
0.8197874961224043,-0.9595959595959596,-0.11111111111111105
0.8762245578479495,-0.9595959595959596,-0.09090909090909083
0.9234873673284376,-0.9595959595959596,-0.07070707070707061
0.9602207552924522,-0.9595959595959596,-0.050505050505050386
0.985360513534086,-0.9595959595959596,-0.030303030303030276
0.9981728436635185,-0.9595959595959596,-0.010101010101010055
0.9982816897669381,-0.9595959595959596,0.010101010101010166
0.9856828069610245,-0.9595959595959596,0.030303030303030498
0.9607439727662729,-0.9595959595959596,0.05050505050505061
0.9241913300496184,-0.9595959595959596,0.07070707070707072
0.8770824327323071,-0.9595959595959596,0.09090909090909105
0.8207671222209455,-0.9595959595959596,0.11111111111111116
0.7568378685085582,-0.9595959595959596,0.1313131313131315
0.6870716424202308,-0.9595959595959596,0.1515151515151516
0.613365725328786,-0.9595959595959596,0.1717171717171717
0.5376700949973254,-0.9595959595959596,0.19191919191919204
0.46191914123386185,-0.9595959595959596,0.21212121212121215
0.38796545848400343,-0.9595959595959596,0.2323232323232325
0.3175183357261629,-0.9595959595959596,0.2525252525252526
0.25208932402158973,-0.9595959595959596,0.27272727272727293
0.19294692095485264,-0.9595959595959596,0.29292929292929304
0.14108198569822433,-0.9595959595959596,0.31313131313131315
0.09718500900104364,-0.9595959595959596,0.3333333333333335
0.06163583222236917,-0.9595959595959596,0.3535353535353536
0.034505863363365155,-0.9595959595959596,0.3737373737373739
0.015572301078010354,-0.9595959595959596,0.39393939393939403
0.004343374196987316,-0.9595959595959596,0.41414141414141437
9.315677559702646e-05,-0.9595959595959596,0.4343434343434345
0.0019041464516613112,-0.9595959595959596,0.4545454545454546
0.008715512465611617,-0.9595959595959596,0.4747474747474749
0.01937473997702921,-0.9595959595959596,0.49494949494949503
0.03269032522060199,-0.9595959595959596,0.5151515151515154
0.047483212281672925,-0.9595959595959596,0.5353535353535355
0.06263480239345245,-0.9595959595959596,0.5555555555555556
0.07712960138919339,-0.9595959595959596,0.5757575757575759
0.09009088672232803,-0.9595959595959596,0.595959595959596
0.10080815519595848,-0.9595959595959596,0.6161616161616164
0.10875553648856838,-0.9595959595959596,0.6363636363636365
0.11360080438103048,-0.9595959595959596,0.6565656565656568
0.11520506540227318,-0.9595959595959596,0.6767676767676769
0.11361363208698895,-0.9595959595959596,0.696969696969697
0.10903897542871382,-0.9595959595959596,0.7171717171717173
0.1018369811773711,-0.9595959595959596,0.7373737373737375
0.0924779934305789,-0.9595959595959596,0.7575757575757578
0.08151430646034086,-0.9595959595959596,0.7777777777777779
0.06954585615097718,-0.9595959595959596,0.7979797979797982
0.057185864510450074,-0.9595959595959596,0.8181818181818183
0.04502810756601048,-0.9595959595959596,0.8383838383838385
0.033617315796718415,-0.9595959595959596,0.8585858585858588
0.02342398795887506,-0.9595959595959596,0.8787878787878789
0.014824617580561618,-0.9595959595959596,0.8989898989898992
0.00808801259162696,-0.9595959595959596,0.9191919191919193
0.0033680498896161396,-0.9595959595959596,0.9393939393939394
0.0007028658938484285,-0.9595959595959596,0.9595959595959598
2.0158566082329777e-05,-0.9595959595959596,0.9797979797979799
0.0011479818536031198,-0.9595959595959596,1.0
3.726361726244762e-06,-0.9393939393939394,-1.0
0.0007648233021366103,-0.9393939393939394,-0.9797979797979798
0.003347638983162791,-0.9393939393939394,-0.9595959595959596
0.007807171175476543,-0.9393939393939394,-0.9393939393939394
0.014101172169786111,-0.9393939393939394,-0.9191919191919192
0.022086188431149834,-0.9393939393939394,-0.898989898989899
0.03151872519247037,-0.9393939393939394,-0.8787878787878788
0.04206176802999105,-0.9393939393939394,-0.8585858585858586
0.05329663560108288,-0.9393939393939394,-0.8383838383838383
0.06473987001943414,-0.9393939393939394,-0.8181818181818181
0.07586460660220457,-0.9393939393939394,-0.797979797979798
0.08612561602297204,-0.9393939393939394,-0.7777777777777778
0.09498699195508106,-0.9393939393939394,-0.7575757575757576
0.10195127781177442,-0.9393939393939394,-0.7373737373737373
0.10658869731379315,-0.9393939393939394,-0.7171717171717171
0.10856508335291115,-0.9393939393939394,-0.696969696969697
0.10766709341860228,-0.9393939393939394,-0.6767676767676767
0.10382336026909991,-0.9393939393939394,-0.6565656565656566
0.0971203530204371,-0.9393939393939394,-0.6363636363636364
0.08781191271427832,-0.9393939393939394,-0.6161616161616161
0.07632167097179854,-0.9393939393939394,-0.5959595959595959
0.06323785099991676,-0.9393939393939394,-0.5757575757575757
0.04930027501023539,-0.9393939393939394,-0.5555555555555556
0.03537974713461532,-0.9393939393939394,-0.5353535353535352
0.022450330945975636,-0.9393939393939394,-0.5151515151515151
0.011555379846774795,-0.9393939393939394,-0.4949494949494949
0.003768491079407151,-0.9393939393939394,-0.4747474747474747
0.00015082496625586816,-0.9393939393939394,-0.4545454545454545
0.001706446752711399,-0.9393939393939394,-0.43434343434343425
0.009337497834760322,-0.9393939393939394,-0.41414141414141414
0.023801077680031247,-0.9393939393939394,-0.3939393939393939
0.04566971206765057,-0.9393939393939394,-0.3737373737373737
0.07529719555096814,-0.9393939393939394,-0.3535353535353535
0.11279142811675183,-0.9393939393939394,-0.33333333333333326
0.15799562334598818,-0.9393939393939394,-0.31313131313131304
0.21047895690801016,-0.9393939393939394,-0.2929292929292928
0.2695373619937822,-0.9393939393939394,-0.2727272727272727
0.3342047769969445,-0.9393939393939394,-0.2525252525252525
0.4032747270737826,-0.9393939393939394,-0.23232323232323226
0.4753316931372806,-0.9393939393939394,-0.21212121212121204
0.548791307848962,-0.9393939393939394,-0.19191919191919182
0.6219480364274361,-0.9393939393939394,-0.1717171717171716
0.693028667616204,-0.9393939393939394,-0.1515151515151515
0.7602496720490453,-0.9393939393939394,-0.13131313131313127
0.8218762940040671,-0.9393939393939394,-0.11111111111111105
0.8762811374235208,-0.9393939393939394,-0.09090909090909083
0.9219999937116174,-0.9393939393939394,-0.07070707070707061
0.9577827388719633,-0.9393939393939394,-0.050505050505050386
0.9826372986091992,-0.9393939393939394,-0.030303030303030276
0.9958649356973439,-0.9393939393939394,-0.010101010101010055
0.9970854440626176,-0.9393939393939394,0.010101010101010166
0.9862512251650791,-0.9393939393939394,0.030303030303030498
0.9636496581607022,-0.9393939393939394,0.05050505050505061
0.9298936377011652,-0.9393939393939394,0.07070707070707072
0.8859006225481564,-0.9393939393939394,0.09090909090909105
0.8328609945174428,-0.9393939393939394,0.11111111111111116
0.7721969511929,-0.9393939393939394,0.1313131313131315
0.7055135292886365,-0.9393939393939394,0.1515151515151516
0.6345436625807072,-0.9393939393939394,0.1717171717171717
0.56108940595072,-0.9393939393939394,0.19191919191919204
0.48696159571746106,-0.9393939393939394,0.21212121212121215
0.41392026040849,-0.9393939393939394,0.2323232323232325
0.3436180439170494,-0.9393939393939394,0.2525252525252526
0.27754875728869427,-0.9393939393939394,0.27272727272727293
0.21700294296213574,-0.9393939393939394,0.29292929292929304
0.16303202670098793,-0.9393939393939394,0.31313131313131315
0.11642226154183685,-0.9393939393939394,0.3333333333333335
0.07767925135450392,-0.9393939393939394,0.3535353535353536
0.04702339747638031,-0.9393939393939394,0.3737373737373739
0.024396159828835032,-0.9393939393939394,0.39393939393939403
0.009476583621238745,-0.9393939393939394,0.41414141414141437
0.0017071331658795534,-0.9393939393939394,0.4343434343434345
0.00032751287785246646,-0.9393939393939394,0.4545454545454546
0.004414857297766589,-0.9393939393939394,0.4747474747474749
0.012928449032938253,-0.9393939393939394,0.49494949494949503
0.024756984424258024,-0.9393939393939394,0.5151515151515154
0.03876635619272369,-0.9393939393939394,0.5353535353535355
0.053845960931433304,-0.9393939393939394,0.5555555555555556
0.06895166367916665,-0.9393939393939394,0.5757575757575759
0.08314375470172497,-0.9393939393939394,0.595959595959596
0.09561850432648045,-0.9393939393939394,0.6161616161616164
0.1057322466209681,-0.9393939393939394,0.6363636363636365
0.11301728603198109,-0.9393939393939394,0.6565656565656568
0.11718930548748005,-0.9393939393939394,0.6767676767676769
0.11814634194497231,-0.9393939393939394,0.696969696969697
0.11595976818767904,-0.9393939393939394,0.7171717171717173
0.11085806110034145,-0.9393939393939394,0.7373737373737375
0.10320443178262313,-0.9393939393939394,0.7575757575757578
0.09346962924259532,-0.9393939393939394,0.7777777777777779
0.08220139764508916,-0.9393939393939394,0.7979797979797982
0.06999216117879112,-0.9393939393939394,0.8181818181818183
0.057446528203633496,-0.9393939393939394,0.8383838383838385
0.045150148784635254,-0.9393939393939394,0.8585858585858588
0.03364133189931497,-0.9393939393939394,0.8787878787878789
0.023386638658054515,-0.9393939393939394,0.8989898989898992
0.01476142672172007,-0.9393939393939394,0.9191919191919193
0.008036041858822344,-0.9393939393939394,0.9393939393939394
0.003368049889616073,-0.9393939393939394,0.9595959595959598
0.0008005915165478719,-0.9393939393939394,0.9797979797979799
0.00026663913241055235,-0.9393939393939394,1.0
0.0009653253451272824,-0.9191919191919192,-1.0
0.0036297069433000105,-0.9191919191919192,-0.9797979797979798
0.008029130459158521,-0.9191919191919192,-0.9595959595959596
0.014101172169786121,-0.9191919191919192,-0.9393939393939394
0.021694344808006794,-0.9191919191919192,-0.9191919191919192
0.030570830418053658,-0.9191919191919192,-0.898989898989899
0.04041363530755994,-0.9191919191919192,-0.8787878787878788
0.050838031881590535,-0.9191919191919192,-0.8585858585858586
0.06140694978734344,-0.9191919191919192,-0.8383838383838383
0.07164978591269609,-0.9191919191919192,-0.8181818181818181
0.08108392808487268,-0.9191919191919192,-0.797979797979798
0.08923813883488133,-0.9191919191919192,-0.7777777777777778
0.09567683032128511,-0.9191919191919192,-0.7575757575757576
0.10002418509981624,-0.9191919191919192,-0.7373737373737373
0.101987043960898,-0.9191919191919192,-0.7171717171717171
0.10137549385756528,-0.9191919191919192,-0.696969696969697
0.09812014647443389,-0.9191919191919192,-0.6767676767676767
0.09228519981932898,-0.9191919191919192,-0.6565656565656566
0.08407651808732536,-0.9191919191919192,-0.6363636363636364
0.07384414396572081,-0.9191919191919192,-0.6161616161616161
0.062078865997229456,-0.9191919191919192,-0.5959595959595959
0.04940269378884303,-0.9191919191919192,-0.5757575757575757
0.03655333694432683,-0.9191919191919192,-0.5555555555555556
0.02436303014938008,-0.9191919191919192,-0.5353535353535352
0.013732287090973854,-0.9191919191919192,-0.5151515151515151
0.005599390159909777,-0.9191919191919192,-0.4949494949494949
0.0009066219263183375,-0.9191919191919192,-0.4747474747474747
0.0005644097521392484,-0.9191919191919192,-0.4545454545454545
0.005414679307585921,-0.9191919191919192,-0.43434343434343425
0.01619479031384073,-0.9191919191919192,-0.41414141414141414
0.033503454340311406,-0.9191919191919192,-0.3939393939393939
0.05777000760420336,-0.9191919191919192,-0.3737373737373737
0.08922833110418428,-0.9191919191919192,-0.3535353535353535
0.12789657776355454,-0.9191919191919192,-0.33333333333333326
0.17356368528252905,-0.9191919191919192,-0.31313131313131304
0.22578342975882437,-0.9191919191919192,-0.2929292929292928
0.2838765162547898,-0.9191919191919192,-0.2727272727272727
0.3469409173273066,-0.9191919191919192,-0.2525252525252525
0.4138703692915649,-0.9191919191919192,-0.23232323232323226
0.4833806297467435,-0.9191919191919192,-0.21212121212121204
0.5540428002272603,-0.9191919191919192,-0.19191919191919182
0.624322736399517,-0.9191919191919192,-0.1717171717171716
0.6926253162642527,-0.9191919191919192,-0.1515151515151515
0.7573421247895337,-0.9191919191919192,-0.13131313131313127
0.816900950478119,-0.9191919191919192,-0.11111111111111105
0.8698153831075973,-0.9191919191919192,-0.09090909090909083
0.9147327578204721,-0.9191919191919192,-0.07070707070707061
0.9504787121582451,-0.9191919191919192,-0.050505050505050386
0.976096710326172,-0.9191919191919192,-0.030303030303030276
0.9908810411549931,-0.9191919191919192,-0.010101010101010055
0.9944020085067972,-0.9191919191919192,0.010101010101010166
0.9865222983656395,-0.9191919191919192,0.030303030303030498
0.9674038163681492,-0.9191919191919192,0.05050505050505061
0.9375046318729093,-0.9191919191919192,0.07070707070707072
0.8975660270430924,-0.9191919191919192,0.09090909090909105
0.8485900179006619,-0.9191919191919192,0.11111111111111116
0.7918080743932161,-0.9191919191919192,0.1313131313131315
0.7286421036875493,-0.9191919191919192,0.1515151515151516
0.6606590612646452,-0.9191919191919192,0.1717171717171717
0.5895208052435214,-0.9191919191919192,0.19191919191919204
0.516930999784797,-0.9191919191919192,0.21212121212121215
0.44458099478214613,-0.9191919191919192,0.2323232323232325
0.37409665541359965,-0.9191919191919192,0.2525252525252526
0.3069880835970201,-0.9191919191919192,0.27272727272727293
0.24460406430240444,-0.9191919191919192,0.29292929292929304
0.1880928866284714,-0.9191919191919192,0.31313131313131315
0.13837093936016318,-0.9191919191919192,0.3333333333333335
0.09610017316037782,-0.9191919191919192,0.3535353535353536
0.061675168981513574,-0.9191919191919192,0.3737373737373739
0.03522016917586241,-0.9191919191919192,0.39393939393939403
0.01659603009819962,-0.9191919191919192,0.41414141414141437
0.005416659497500023,-0.9191919191919192,0.4343434343434345
0.001074125527868854,-0.9191919191919192,0.4545454545454546
0.002771282928983218,-0.9191919191919192,0.4747474747474749
0.009560470570173679,-0.9191919191919192,0.49494949494949503
0.020386605750342228,-0.9191919191919192,0.5151515151515154
0.034132844323695385,-0.9191919191919192,0.5353535353535355
0.04966689861704958,-0.9191919191919192,0.5555555555555556
0.0658861104292919,-0.9191919191919192,0.5757575757575759
0.08175946366273931,-0.9191919191919192,0.595959595959596
0.09636488612324172,-0.9191919191919192,0.6161616161616164
0.10892042499317861,-0.9191919191919192,0.6363636363636365
0.11880817448058856,-0.9191919191919192,0.6565656565656568
0.1255901735266033,-0.9191919191919192,0.6767676767676769
0.12901586048812833,-0.9191919191919192,0.696969696969697
0.12902105334352934,-0.9191919191919192,0.7171717171717173
0.1257188006066927,-0.9191919191919192,0.7373737373737375
0.11938280249763913,-0.9191919191919192,0.7575757575757578
0.11042441785862911,-0.9191919191919192,0.7777777777777779
0.09936453558582553,-0.9191919191919192,0.7979797979797982
0.08680178832450698,-0.9191919191919192,0.8181818181818183
0.07337871236006033,-0.9191919191919192,0.8383838383838385
0.059747506094495646,-0.9191919191919192,0.8585858585858588
0.04653700908209632,-0.9191919191919192,0.8787878787878789
0.034322416987925645,-0.9191919191919192,0.8989898989898992
0.02359907138537683,-0.9191919191919192,0.9191919191919193
0.014761426721720155,-0.9191919191919192,0.9393939393939394
0.008088012591626916,-0.9191919191919192,0.9595959595959598
0.003732892401718501,-0.9191919191919192,0.9797979797979799
0.001723785760713257,-0.9191919191919192,1.0
0.004195215044252014,-0.898989898989899,-1.0
0.008686798042920075,-0.898989898989899,-0.9797979797979798
0.014708642185458474,-0.898989898989899,-0.9595959595959596
0.02208618843114985,-0.898989898989899,-0.9393939393939394
0.030570830418053647,-0.898989898989899,-0.9191919191919192
0.039848826484876504,-0.898989898989899,-0.898989898989899
0.04955354566634711,-0.898989898989899,-0.8787878787878788
0.059280588587823896,-0.898989898989899,-0.8585858585858586
0.06860519820755187,-0.898989898989899,-0.8383838383838383
