0,1,2
0.9940902895013828,0.04098878003540468,-0.7567848793292806
0.9955884607641364,0.32095885909389943,-0.12116254101983306
0.9938150327060964,-0.133188270680122,-0.9601800296492311
0.9910631847812648,-0.46411281806225385,0.1264598102910649
0.997876856252491,0.1839220779648402,-0.2308559943250644
0.9906114527298306,-0.33834677186314294,0.5434448555661675
0.9902294675929583,0.2999108339301402,-0.20481941611457435
0.9987149517546063,-0.8044327809463777,0.10632019221270123
0.9933443227998806,-0.17343344417054352,0.08333204254509018
0.99833236973692,0.6679071992899636,0.05274780863948584
0.9998814182927804,-0.5893069323439949,-0.41176273736148233
0.9935719260607541,-0.12754213859167407,0.1605922151236267
0.9950373594768182,0.6270544114058282,0.3462964850471983
0.999015155115255,-0.7111620765183139,-0.11821406095377
0.998748902854267,-0.12442186670328048,0.07313729790988877
0.999468342546795,-0.11606530077055059,0.09057830711422853
0.9928707369114652,-0.4589714513811061,0.16134182869974442
0.9947633456399374,-0.8980534711541865,-0.12251184545684499
0.9961686345606541,0.4562469346510908,-0.1511470840645432
0.992107412130468,-0.008308662160956345,-0.45868854722645375
0.9942801865532352,0.5644211304688479,-0.545044031195219
0.9964396869067206,0.18822040860643757,-0.10077305174943015
0.9908994031896996,0.9031948378353343,0.15739386386552429
0.9964396869067201,-0.021030047524169093,-0.8061594268762368
0.9911562445869473,-0.26074263056722585,0.5128606216605632
0.9970483834206609,-0.8035236610362896,-0.6980651492000565
0.9922749866898368,0.9154631859732143,-0.06714038930094686
0.9985205030122988,0.605712397430572,0.501916263449244
0.9961375494125905,0.2277922887509553,-0.2759327573689454
0.9997034930442867,-0.8127893468791075,0.08887918300836156
0.9997169467854434,-0.13912798666171936,-0.9325442758096899
0.9991977239152189,-0.3551834721252684,0.11391627645069462
0.9923111979422566,-0.1644844293693653,0.2555432680985422
0.998748902854267,-0.12442186670328048,0.07313729790988877
0.990933293715688,0.5393514326706582,-0.5973670588082384
0.9925171616296103,-0.049542242137378505,0.05274780863948584
0.9929557132893951,0.11969033806624442,0.9078570020362118
0.9956122376667691,-0.5444927993518061,0.5624850403995586
0.9972351018395907,0.4872563484308778,-0.1264598102910652
0.9931268895491578,-0.6154826462215163,-0.3462964850471985
0.9961686345606541,0.4562469346510908,-0.1511470840645432
0.998748902854267,-0.12442186670328048,0.07313729790988877
0.9903809956602564,0.11655598329211751,-0.09782457168336708
0.9910060183499765,-0.037743179389628775,-0.8410414452849161
0.9925630650084586,-0.04492128165080703,0.2681867504157283
0.9993146044584804,0.6447636689213396,0.05274780863948584
0.998748902854267,-0.12442186670328048,0.07313729790988877
0.99635887081533,-0.696178215913176,0.5509409913273451
0.9961375494125909,-0.2535138827636121,0.41546083100366304
0.9961686345606541,0.4562469346510908,-0.1511470840645432
0.996355702608981,0.15056101792409984,-0.05729546433460051
0.9961686345606541,0.4562469346510908,-0.1511470840645432
0.9987149517546063,-0.8044327809463777,0.10632019221270123
0.9908336171329475,0.6570091323699029,0.0935267871802917
0.9953028162928386,0.08792685680676118,0.0038730034766082055
0.9968049889444853,0.6713054142842301,0.08333204254509018
0.9948913569627506,0.6794789644742756,0.05274780863948584
0.9965259430916261,0.2894587627925457,-0.13860355022417292
0.9936857063509926,-0.09734515699806996,-0.8453392297879911
0.998748902854267,-0.12442186670328048,0.07313729790988877
